적용년월,시도코드,시도명,사용건수,인원수,사용금액
2011-11,36,세종특별자치시,176,113,5110800
2011-11,41,경기도,105127,63834,3899904900
2011-11,42,강원도,10684,6431,386459427
2011-11,43,충청북도,12014,7529,452613238
2011-11,44,충청남도,14921,9252,554503490
2011-11,45,전라북도,14055,8674,524640113
2011-11,46,전라남도,11484,6848,395992368
2011-11,47,경상북도,16663,10539,649097978
2011-11,48,경상남도,24668,15444,943225409
2011-11,50,제주특별자치도,5730,3394,194034260
2011-12,11,서울특별시,84271,47155,3141887998
2011-12,26,부산광역시,28829,16087,1060005415
2011-12,27,대구광역시,21526,12920,827795260
2011-12,28,인천광역시,22324,12500,768074090
2011-12,29,광주광역시,17253,10089,634700423
2011-12,30,대전광역시,15120,9151,578289889
2011-12,31,울산광역시,10539,5836,389516230
2011-12,36,세종특별자치시,199,113,5989100
2011-12,41,경기도,106298,61835,3918796815
2011-12,42,강원도,10632,6244,380052293
2011-12,43,충청북도,12036,7328,446104196
2011-12,44,충청남도,14975,8944,544451018
2011-12,45,전라북도,14368,8522,528012167
2011-12,46,전라남도,11737,6792,398460819
2011-12,47,경상북도,16884,10266,653452924
2011-12,48,경상남도,25475,15116,967459075
2011-12,50,제주특별자치도,5963,3339,193856680
2011-99,11,서울특별시,0,151923,0
2011-99,26,부산광역시,0,50524,0
2011-99,27,대구광역시,0,39924,0
2011-99,28,인천광역시,0,36517,0
2011-99,29,광주광역시,0,30205,0
2011-99,30,대전광역시,0,28143,0
2011-99,31,울산광역시,0,17913,0
2011-99,36,세종특별자치시,0,469,0
2011-99,41,경기도,0,189610,0
2011-99,42,강원도,0,19392,0
2011-99,43,충청북도,0,22186,0
2011-99,44,충청남도,0,27771,0
2011-99,45,전라북도,0,26205,0
2011-99,46,전라남도,0,20523,0
2011-99,47,경상북도,0,31630,0
2011-99,48,경상남도,0,46182,0
2011-99,50,제주특별자치도,0,9160,0
2012-01,11,서울특별시,73059,41626,2731861771
2012-01,26,부산광역시,25123,14338,941224540
2012-01,27,대구광역시,19610,11893,759785040
2012-01,28,인천광역시,20091,11365,697004792
2012-01,29,광주광역시,15739,9406,585815063
2012-01,30,대전광역시,13485,8263,513226243
2012-01,31,울산광역시,9082,5104,334746860
2012-01,36,세종특별자치시,164,100,4668720
2012-01,41,경기도,93704,55359,3492567398
2012-01,42,강원도,9482,5609,338857292
2012-01,43,충청북도,10926,6696,408912858
2012-01,44,충청남도,13471,8081,502454740
2012-01,45,전라북도,12778,7770,473504340
2012-01,46,전라남도,10930,6423,400809752
2012-01,47,경상북도,15208,9411,590252189
2012-01,48,경상남도,22699,13687,856074100
2012-01,50,제주특별자치도,5123,3004,167916179
2012-02,11,서울특별시,63154,35393,2361153849
2012-02,26,부산광역시,21856,12330,812431127
2012-02,27,대구광역시,17221,10198,655554750
2012-02,28,인천광역시,17369,9899,628398575
2012-02,29,광주광역시,13532,8081,503680780
2012-02,30,대전광역시,11507,7008,434501846
2012-02,31,울산광역시,7742,4301,280286190
2012-02,36,세종특별자치시,149,90,4774204
2012-02,41,경기도,82694,47988,3042785359
2012-02,42,강원도,8535,4954,309482630
2012-02,43,충청북도,9638,5762,359194060
2012-02,44,충청남도,11615,6857,436895605
2012-02,45,전라북도,11125,6696,418948970
2012-02,46,전라남도,9455,5615,349333912
2012-02,47,경상북도,13236,8196,513092981
2012-02,48,경상남도,19350,11793,735316764
2012-02,50,제주특별자치도,4688,2701,156592590
2012-03,11,서울특별시,56521,29162,2089427437
2012-03,26,부산광역시,19215,10078,716176550
2012-03,27,대구광역시,15468,8529,591041220
2012-03,28,인천광역시,15960,8318,564897141
2012-03,29,광주광역시,12217,6768,458201627
2012-03,30,대전광역시,10623,5862,406300040
2012-03,31,울산광역시,6861,3487,246083410
2012-03,36,세종특별자치시,128,75,4571200
2012-03,41,경기도,75156,39939,2734359130
2012-03,42,강원도,7668,4118,276962623
2012-03,43,충청북도,8753,4830,318386190
2012-03,44,충청남도,10488,5649,390326172
2012-03,45,전라북도,10176,5649,380702350
2012-03,46,전라남도,9001,4863,326939084
2012-03,47,경상북도,11943,6808,462662011
2012-03,48,경상남도,17621,9701,661703341
2012-03,50,제주특별자치도,4158,2294,141396030
2012-04,11,서울특별시,63603,37485,2590251047
2012-04,26,부산광역시,21420,12724,832523730
2012-04,27,대구광역시,17439,10811,709759620
2012-04,28,인천광역시,17404,10377,638854318
2012-04,29,광주광역시,13328,8303,513897284
2012-04,30,대전광역시,11744,7376,473415462
2012-04,31,울산광역시,7691,4545,295492960
2012-04,36,세종특별자치시,150,95,4710360
2012-04,41,경기도,82087,50117,3201279573
2012-04,42,강원도,8105,4978,311945460
2012-04,43,충청북도,9325,5853,358960017
2012-04,44,충청남도,11180,6889,438044933
2012-04,45,전라북도,10894,6837,437730243
2012-04,46,전라남도,9359,5670,345802475
2012-04,47,경상북도,13166,8373,526154176
2012-04,48,경상남도,19210,12016,748385220
2012-04,50,제주특별자치도,4716,2776,162874790
2012-05,11,서울특별시,78590,45840,3475334063
2012-05,26,부산광역시,27174,15604,1113557590
2012-05,27,대구광역시,21175,12783,896626670
2012-05,28,인천광역시,21228,12362,815861530
2012-05,29,광주광역시,16142,9817,634095789
2012-05,30,대전광역시,14285,8837,603099165
2012-05,31,울산광역시,9878,5636,404870460
2012-05,36,세종특별자치시,172,113,6498780
2012-05,41,경기도,101666,60851,4199468100
2012-05,42,강원도,9840,6041,387253760
2012-05,43,충청북도,11405,7013,458959890
2012-05,44,충청남도,14079,8471,572436403
2012-05,45,전라북도,12947,7967,527690760
2012-05,46,전라남도,10994,6517,416267004
2012-05,47,경상북도,15891,9961,658680357
2012-05,48,경상남도,23457,14330,965672725
2012-05,50,제주특별자치도,5381,3122,190856700
2012-06,11,서울특별시,85462,48543,4003803439
2012-06,26,부산광역시,29112,16237,1250359464
2012-06,27,대구광역시,22370,13279,1004277625
2012-06,28,인천광역시,21846,12714,901477150
2012-06,29,광주광역시,16881,10168,703890041
2012-06,30,대전광역시,15210,9352,690456510
2012-06,31,울산광역시,10769,5981,463186610
2012-06,36,세종특별자치시,190,118,6332600
2012-06,41,경기도,109253,64009,4828487511
2012-06,42,강원도,10550,6298,435861290
2012-06,43,충청북도,11951,7230,489427380
2012-06,44,충청남도,14690,8814,635014619
2012-06,45,전라북도,13789,8398,589512888
2012-06,46,전라남도,11202,6652,433209411
2012-06,47,경상북도,16482,10181,715908750
2012-06,48,경상남도,24827,15065,1070918929
2012-06,50,제주특별자치도,5473,3201,200333110
2012-07,11,서울특별시,93557,50924,4835850162
2012-07,26,부산광역시,32740,17191,1586584009
2012-07,27,대구광역시,24313,13844,1230541280
2012-07,28,인천광역시,22910,12808,1061576119
2012-07,29,광주광역시,18101,10536,822291133
2012-07,30,대전광역시,16320,9704,850125060
2012-07,31,울산광역시,12495,6408,589394670
2012-07,36,세종특별자치시,193,131,6450600
2012-07,41,경기도,117356,66027,5686753502
2012-07,42,강원도,11198,6444,524968430
2012-07,43,충청북도,12376,7384,583907252
2012-07,44,충청남도,15996,9188,759746834
2012-07,45,전라북도,14586,8659,706272239
2012-07,46,전라남도,11504,6764,484085765
2012-07,47,경상북도,17575,10506,852947299
2012-07,48,경상남도,26335,15481,1256746465
2012-07,50,제주특별자치도,5897,3308,232486930
2012-08,11,서울특별시,100338,52452,5322319478
2012-08,26,부산광역시,35988,17888,1788371778
2012-08,27,대구광역시,26564,14367,1377264080
2012-08,28,인천광역시,24134,13111,1189784070
2012-08,29,광주광역시,19271,10741,938753587
2012-08,30,대전광역시,17313,9949,934003260
2012-08,31,울산광역시,13649,6782,659330310
2012-08,36,세종특별자치시,203,135,6765200
2012-08,41,경기도,126435,67579,6390747002
2012-08,42,강원도,11751,6475,596524138
2012-08,43,충청북도,13388,7603,684596170
2012-08,44,충청남도,16947,9435,832348970
2012-08,45,전라북도,15465,8786,823663233
2012-08,46,전라남도,12335,6925,552885038
2012-08,47,경상북도,19111,10840,952019405
2012-08,48,경상남도,29005,16047,1441597230
2012-08,50,제주특별자치도,6195,3387,270609660
2012-09,11,서울특별시,95982,51858,5022616148
2012-09,26,부산광역시,34307,17768,1680497123
2012-09,27,대구광역시,25787,14268,1305723020
2012-09,28,인천광역시,23575,12998,1174950200
2012-09,29,광주광역시,18768,10613,945777622
2012-09,30,대전광역시,16994,9856,910690759
2012-09,31,울산광역시,13336,6852,637442834
2012-09,36,세종특별자치시,178,116,7438000
2012-09,41,경기도,124021,67462,6243785258
2012-09,42,강원도,11125,6372,568451780
2012-09,43,충청북도,13123,7500,658993790
2012-09,44,충청남도,16654,9420,835171196
2012-09,45,전라북도,14888,8692,758877715
2012-09,46,전라남도,12004,6867,549843356
2012-09,47,경상북도,18489,10735,913503034
2012-09,48,경상남도,28215,15925,1415950058
2012-09,50,제주특별자치도,6135,3373,283635498
2012-10,11,서울특별시,95403,51013,4702109567
2012-10,26,부산광역시,33359,17443,1565607119
2012-10,27,대구광역시,25583,14132,1238465882
2012-10,28,인천광역시,23585,12855,1097107871
2012-10,29,광주광역시,19072,10532,903870514
2012-10,30,대전광역시,16998,9748,841739460
2012-10,31,울산광역시,13034,6719,593794790
2012-10,36,세종특별자치시,166,114,7215900
2012-10,41,경기도,120874,66043,5775693768
2012-10,42,강원도,11318,6287,551634300
2012-10,43,충청북도,13323,7513,656234388
2012-10,44,충청남도,16535,9219,786216184
2012-10,45,전라북도,15076,8701,749321750
2012-10,46,전라남도,12603,6937,556012800
2012-10,47,경상북도,18491,10580,871904741
2012-10,48,경상남도,28569,15889,1371272984
2012-10,50,제주특별자치도,6284,3349,274375570
2012-11,11,서울특별시,89500,48968,4166960894
2012-11,26,부산광역시,30080,16354,1347615497
2012-11,27,대구광역시,23185,13408,1071096612
2012-11,28,인천광역시,21874,12258,954725570
2012-11,29,광주광역시,17513,10140,768985819
2012-11,30,대전광역시,16170,9443,754971208
2012-11,31,울산광역시,11729,6329,508662268
2012-11,36,세종특별자치시,185,114,7548300
2012-11,41,경기도,112035,63121,5008537442
2012-11,42,강원도,10432,6036,460502260
2012-11,43,충청북도,12184,7234,559470240
2012-11,44,충청남도,15825,8982,697311891
2012-11,45,전라북도,14321,8360,662365270
2012-11,46,전라남도,11764,6644,488895051
2012-11,47,경상북도,17517,10319,784560872
2012-11,48,경상남도,26283,15140,1176180068
2012-11,50,제주특별자치도,6005,3228,241450510
2012-12,11,서울특별시,86357,47315,3988546436
2012-12,26,부산광역시,28418,15556,1253935061
2012-12,27,대구광역시,22368,12844,1018851530
2012-12,28,인천광역시,21735,12060,931862130
2012-12,29,광주광역시,17387,9923,753812226
2012-12,30,대전광역시,15893,9245,733032620
2012-12,31,울산광역시,11305,6108,476217230
2012-12,36,세종특별자치시,186,115,8548000
2012-12,41,경기도,109975,61645,4862636009
2012-12,42,강원도,10082,5868,435567020
2012-12,43,충청북도,12142,7140,534161196
2012-12,44,충청남도,15236,8645,657894287
2012-12,45,전라북도,13756,8175,634585690
2012-12,46,전라남도,11316,6366,461484168
2012-12,47,경상북도,16631,9922,741183178
2012-12,48,경상남도,25076,14435,1107080397
2012-12,50,제주특별자치도,5797,3141,230081430
2012-99,11,서울특별시,0,152117,0
2012-99,26,부산광역시,0,49967,0
2012-99,27,대구광역시,0,40573,0
2012-99,28,인천광역시,0,37506,0
2012-99,29,광주광역시,0,30542,0
2012-99,30,대전광역시,0,28423,0
2012-99,31,울산광역시,0,18473,0
2012-99,36,세종특별자치시,0,453,0
2012-99,41,경기도,0,188931,0
2012-99,42,강원도,0,19114,0
2012-99,43,충청북도,0,22177,0
2012-99,44,충청남도,0,27595,0
2012-99,45,전라북도,0,25598,0
2012-99,46,전라남도,0,20353,0
2012-99,47,경상북도,0,31496,0
2012-99,48,경상남도,0,45388,0
2012-99,50,제주특별자치도,0,9314,0
2013-01,11,서울특별시,87967,47351,4156319615
2013-01,26,부산광역시,29363,15697,1314861588
2013-01,27,대구광역시,23191,12926,1076597640
2013-01,28,인천광역시,22432,12160,955982639
2013-01,29,광주광역시,17536,9869,773439703
2013-01,30,대전광역시,16264,9284,751077950
2013-01,31,울산광역시,11591,6077,497550210
2013-01,36,세종특별자치시,176,108,6806600
2013-01,41,경기도,110889,61276,5012023482
2013-01,42,강원도,10549,5940,474387800
2013-01,43,충청북도,12646,7221,566371710
2013-01,44,충청남도,15848,8782,712056843
2013-01,45,전라북도,14358,8178,659055000
2013-01,46,전라남도,11712,6402,488728604
2013-01,47,경상북도,17214,9911,770112841
2013-01,48,경상남도,25742,14502,1149223550
2013-01,50,제주특별자치도,5714,3098,228847390
2013-02,11,서울특별시,78992,45466,3692046835
2013-02,26,부산광역시,26653,15263,1183168542
2013-02,27,대구광역시,20714,12519,957386220
2013-02,28,인천광역시,20343,11847,883438869
2013-02,29,광주광역시,16183,9533,703006759
2013-02,30,대전광역시,14742,8942,680562170
2013-02,31,울산광역시,10505,5901,459468780
2013-02,36,세종특별자치시,165,102,6762100
2013-02,41,경기도,99231,58895,4460939331
2013-02,42,강원도,9475,5690,410569520
2013-02,43,충청북도,11328,6933,504716957
2013-02,44,충청남도,14090,8413,625036640
2013-02,45,전라북도,12691,7855,590754808
2013-02,46,전라남도,10501,6165,433626367
2013-02,47,경상북도,15307,9496,682984342
2013-02,48,경상남도,22891,13906,1038893600
2013-02,50,제주특별자치도,5093,3018,212955840
2013-03,11,서울특별시,85173,46925,3991166887
2013-03,26,부산광역시,28294,15673,1253941016
2013-03,27,대구광역시,22183,12788,1007991130
2013-03,28,인천광역시,21740,12136,947647570
2013-03,29,광주광역시,16860,9652,750340298
2013-03,30,대전광역시,15829,9190,728319098
2013-03,31,울산광역시,11185,6053,489820170
2013-03,36,세종특별자치시,166,103,7327880
2013-03,41,경기도,108060,60539,4874240371
2013-03,42,강원도,10150,5864,451411949
2013-03,43,충청북도,12319,7061,544905568
2013-03,44,충청남도,14990,8516,664784849
2013-03,45,전라북도,13795,8045,635417802
2013-03,46,전라남도,11177,6260,477916208
2013-03,47,경상북도,16286,9660,728900473
2013-03,48,경상남도,24553,14234,1094448540
2013-03,50,제주특별자치도,5737,3120,228620140
2013-04,11,서울특별시,86914,46596,5002436395
2013-04,26,부산광역시,28077,15709,1574134638
2013-04,27,대구광역시,21821,12681,1252834398
2013-04,28,인천광역시,21397,11943,1071961391
2013-04,29,광주광역시,16521,9577,810685248
2013-04,30,대전광역시,15458,9049,792809880
2013-04,31,울산광역시,11694,6054,614795975
2013-04,36,세종특별자치시,159,101,5726450
2013-04,41,경기도,105618,59946,5646129219
2013-04,42,강원도,9942,5791,487310100
2013-04,43,충청북도,11828,6973,559657140
2013-04,44,충청남도,14603,8438,746686412
2013-04,45,전라북도,13423,7897,676003535
2013-04,46,전라남도,10884,6231,510868186
2013-04,47,경상북도,16246,9682,827767456
2013-04,48,경상남도,24518,14249,1245336270
2013-04,50,제주특별자치도,5754,3119,253578070
2013-05,11,서울특별시,85154,45597,4890493838
2013-05,26,부산광역시,27731,15364,1569682400
2013-05,27,대구광역시,21048,12304,1191479400
2013-05,28,인천광역시,21098,11803,1035445288
2013-05,29,광주광역시,16861,9523,824051619
2013-05,30,대전광역시,15131,8922,775515670
2013-05,31,울산광역시,11497,5838,601684557
2013-05,36,세종특별자치시,164,98,5442500
2013-05,41,경기도,104356,59104,5534184830
2013-05,42,강원도,9945,5688,490017208
2013-05,43,충청북도,11944,6859,562863333
2013-05,44,충청남도,14563,8368,752198390
2013-05,45,전라북도,13432,7828,679329800
2013-05,46,전라남도,10813,6107,503071922
2013-05,47,경상북도,16145,9580,821865698
2013-05,48,경상남도,24169,13985,1228433330
2013-05,50,제주특별자치도,5745,3084,247719300
2013-06,11,서울특별시,79657,44276,4563278977
2013-06,26,부산광역시,25955,15018,1457373560
2013-06,27,대구광역시,19464,11877,1103035022
2013-06,28,인천광역시,20431,11674,1001947790
2013-06,29,광주광역시,16043,9434,824432355
2013-06,30,대전광역시,15029,8949,766842290
2013-06,31,울산광역시,10680,5766,571272972
2013-06,36,세종특별자치시,169,101,6475100
2013-06,41,경기도,100189,58183,5295290076
2013-06,42,강원도,9678,5672,472248460
2013-06,43,충청북도,11585,6811,535108395
2013-06,44,충청남도,13947,8236,711008880
2013-06,45,전라북도,12901,7704,636066650
2013-06,46,전라남도,10265,6002,470204559
2013-06,47,경상북도,15660,9455,793294087
2013-06,48,경상남도,22956,13722,1141230910
2013-06,50,제주특별자치도,5452,3044,233496310
2013-07,11,서울특별시,82285,44643,4716161459
2013-07,26,부산광역시,27529,15225,1537876652
2013-07,27,대구광역시,20419,12058,1171532800
2013-07,28,인천광역시,21524,11957,1070942390
2013-07,29,광주광역시,16599,9578,848417960
2013-07,30,대전광역시,15768,9100,818549114
2013-07,31,울산광역시,11396,5830,594070620
2013-07,36,세종특별자치시,202,119,8509800
2013-07,41,경기도,103974,58909,5476178921
2013-07,42,강원도,10196,5778,504509970
2013-07,43,충청북도,12429,7042,584127910
2013-07,44,충청남도,15397,8596,768761580
2013-07,45,전라북도,13716,7916,682292898
2013-07,46,전라남도,10811,6156,503650426
2013-07,47,경상북도,16796,9722,852957815
2013-07,48,경상남도,24672,14220,1255324300
2013-07,50,제주특별자치도,6044,3133,258357750
2013-08,11,서울특별시,78926,43649,4607977253
2013-08,26,부산광역시,26455,15084,1468808498
2013-08,27,대구광역시,19635,11939,1138758272
2013-08,28,인천광역시,21200,11828,1048955494
2013-08,29,광주광역시,16684,9678,838067925
2013-08,30,대전광역시,15712,9098,825474480
2013-08,31,울산광역시,10739,5636,564092940
2013-08,36,세종특별자치시,156,100,7148890
2013-08,41,경기도,102210,58670,5401121933
2013-08,42,강원도,9934,5735,491320378
2013-08,43,충청북도,12331,7064,587456435
2013-08,44,충청남도,14839,8516,767982120
2013-08,45,전라북도,13732,8002,690374600
2013-08,46,전라남도,11020,6154,511857086
2013-08,47,경상북도,16183,9630,829924679
2013-08,48,경상남도,24428,14182,1245791225
2013-08,50,제주특별자치도,5990,3236,262241380
2013-09,11,서울특별시,69420,40878,4105487328
2013-09,26,부산광역시,23702,14161,1340086962
2013-09,27,대구광역시,17863,11466,1012265700
2013-09,28,인천광역시,19278,11395,961689372
2013-09,29,광주광역시,15221,9418,798126314
2013-09,30,대전광역시,14098,8726,762309378
2013-09,31,울산광역시,9435,5277,519560270
2013-09,36,세종특별자치시,138,94,6180400
2013-09,41,경기도,91554,55855,4991644440
2013-09,42,강원도,9169,5513,477546690
2013-09,43,충청북도,11353,6787,547821149
2013-09,44,충청남도,13107,7954,702605070
2013-09,45,전라북도,12483,7644,641091510
2013-09,46,전라남도,10011,5862,477019013
2013-09,47,경상북도,14773,9247,775032274
2013-09,48,경상남도,22179,13581,1147988135
2013-09,50,제주특별자치도,5390,3122,249634858
2013-10,11,서울특별시,70616,40722,4279450228
2013-10,26,부산광역시,23848,13958,1360894131
2013-10,27,대구광역시,18282,11497,1061821680
2013-10,28,인천광역시,19218,11372,974231740
2013-10,29,광주광역시,15634,9474,812400426
2013-10,30,대전광역시,14454,8750,771619981
2013-10,31,울산광역시,9574,5262,540937840
2013-10,36,세종특별자치시,174,111,8365600
2013-10,41,경기도,93411,56156,5121811474
2013-10,42,강원도,9284,5503,484469052
2013-10,43,충청북도,11624,6858,569358452
2013-10,44,충청남도,13210,7943,704311743
2013-10,45,전라북도,12454,7509,626870130
2013-10,46,전라남도,9792,5763,463450422
2013-10,47,경상북도,14941,9192,775909475
2013-10,48,경상남도,22708,13655,1184638580
2013-10,50,제주특별자치도,5410,3082,240884120
2013-11,11,서울특별시,69003,40198,4061223369
2013-11,26,부산광역시,23091,13877,1297190279
2013-11,27,대구광역시,18323,11576,1035576040
2013-11,28,인천광역시,19068,11311,948740404
2013-11,29,광주광역시,15591,9420,788118475
2013-11,30,대전광역시,14420,8806,753672008
2013-11,31,울산광역시,9248,5142,514241370
2013-11,36,세종특별자치시,179,113,7056600
2013-11,41,경기도,91415,55391,4866982864
2013-11,42,강원도,9144,5448,469233980
2013-11,43,충청북도,11533,6858,546055443
2013-11,44,충청남도,13090,7943,678303148
2013-11,45,전라북도,12141,7351,599487650
2013-11,46,전라남도,9472,5668,436043670
2013-11,47,경상북도,14496,9052,743014188
2013-11,48,경상남도,22134,13466,1118755295
2013-11,50,제주특별자치도,5249,3051,224399990
2013-12,11,서울특별시,67243,39458,3957787201
2013-12,26,부산광역시,22768,13759,1263178974
2013-12,27,대구광역시,18126,11405,1018251668
2013-12,28,인천광역시,18710,11193,921958541
2013-12,29,광주광역시,15317,9340,769217128
2013-12,30,대전광역시,13960,8701,717169662
2013-12,31,울산광역시,8791,4996,487266140
2013-12,36,세종특별자치시,151,108,6277400
2013-12,41,경기도,88960,54687,4694061185
2013-12,42,강원도,9110,5480,472200791
2013-12,43,충청북도,11519,6800,537981370
2013-12,44,충청남도,13158,7887,665797288
2013-12,45,전라북도,12318,7437,610686730
2013-12,46,전라남도,9318,5540,428993494
2013-12,47,경상북도,14515,9026,741360447
2013-12,48,경상남도,21951,13393,1105945419
2013-12,50,제주특별자치도,5465,3071,235701730
2013-99,11,서울특별시,0,149643,0
2013-99,26,부산광역시,0,48889,0
2013-99,27,대구광역시,0,39155,0
2013-99,28,인천광역시,0,36414,0
2013-99,29,광주광역시,0,29780,0
2013-99,30,대전광역시,0,28050,0
2013-99,31,울산광역시,0,18591,0
2013-99,36,세종특별자치시,0,442,0
2013-99,41,경기도,0,183224,0
2013-99,42,강원도,0,18158,0
2013-99,43,충청북도,0,21351,0
2013-99,44,충청남도,0,26958,0
2013-99,45,전라북도,0,24126,0
2013-99,46,전라남도,0,18879,0
2013-99,47,경상북도,0,30096,0
2013-99,48,경상남도,0,43580,0
2013-99,50,제주특별자치도,0,9085,0
2014-01,11,서울특별시,67416,39680,4053813227
2014-01,26,부산광역시,22965,13859,1301348581
2014-01,27,대구광역시,18262,11372,1036217610
2014-01,28,인천광역시,19118,11374,949734360
2014-01,29,광주광역시,15307,9293,786305979
2014-01,30,대전광역시,14376,8838,765033080
2014-01,31,울산광역시,8221,4956,486324290
2014-01,36,세종특별자치시,198,123,9230230
2014-01,41,경기도,89581,54864,4805340981
2014-01,42,강원도,8681,5319,446825530
2014-01,43,충청북도,11490,6821,544225690
2014-01,44,충청남도,13227,7941,694873198
2014-01,45,전라북도,12260,7415,616253851
2014-01,46,전라남도,9482,5605,436002910
2014-01,47,경상북도,14656,8998,752316982
2014-01,48,경상남도,21858,13358,1104267482
2014-01,50,제주특별자치도,5421,3081,243803760
2014-02,11,서울특별시,63808,38910,3870952357
2014-02,26,부산광역시,21307,13322,1222833556
2014-02,27,대구광역시,16811,10862,959873792
2014-02,28,인천광역시,18119,11037,908147600
2014-02,29,광주광역시,14315,8992,730013724
2014-02,30,대전광역시,13474,8562,723903520
2014-02,31,울산광역시,7342,4815,459650440
2014-02,36,세종특별자치시,253,174,10527700
2014-02,41,경기도,85071,53612,4587918618
2014-02,42,강원도,8075,5143,415287345
2014-02,43,충청북도,10794,6610,529414260
2014-02,44,충청남도,12340,7637,628888398
2014-02,45,전라북도,11425,7167,572572770
2014-02,46,전라남도,8991,5480,423833446
2014-02,47,경상북도,13474,8647,692653425
2014-02,48,경상남도,20965,13057,1087251599
2014-02,50,제주특별자치도,5124,3045,242418700
2014-03,11,서울특별시,67005,39831,4147891633
2014-03,26,부산광역시,23192,13787,1319818390
2014-03,27,대구광역시,17362,10887,1007494042
2014-03,28,인천광역시,19109,11425,967120410
2014-03,29,광주광역시,15188,9088,775143010
2014-03,30,대전광역시,14362,8717,773709680
2014-03,31,울산광역시,7925,4985,502666582
2014-03,36,세종특별자치시,343,220,16692930
2014-03,41,경기도,90166,54995,4945841039
2014-03,42,강원도,8704,5263,460252720
2014-03,43,충청북도,11255,6670,558070810
2014-03,44,충청남도,12948,7807,681058290
2014-03,45,전라북도,12124,7353,612497160
2014-03,46,전라남도,9295,5515,447504028
2014-03,47,경상북도,14108,8720,750144187
2014-03,48,경상남도,21779,13166,1158464380
2014-03,50,제주특별자치도,5403,3078,247883760
2014-04,11,서울특별시,67057,39511,4110372118
2014-04,26,부산광역시,23226,13609,1334512043
2014-04,27,대구광역시,17148,10780,1006445220
2014-04,28,인천광역시,18656,11085,956903000
2014-04,29,광주광역시,14541,8804,738270365
2014-04,30,대전광역시,13990,8566,749252760
2014-04,31,울산광역시,8111,5047,528050110
2014-04,36,세종특별자치시,344,238,15937040
2014-04,41,경기도,89598,54126,4909650079
2014-04,42,강원도,8749,5265,452818520
2014-04,43,충청북도,10987,6568,566137119
2014-04,44,충청남도,12947,7671,667356940
2014-04,45,전라북도,11969,7294,612388328
2014-04,46,전라남도,9106,5448,428205735
2014-04,47,경상북도,13934,8600,731946614
2014-04,48,경상남도,21375,12820,1128360812
2014-04,50,제주특별자치도,5507,3060,257809590
2014-05,11,서울특별시,68847,39773,4193482556
2014-05,26,부산광역시,23650,13590,1338698643
2014-05,27,대구광역시,17458,10840,1034228750
2014-05,28,인천광역시,19010,11184,974862718
2014-05,29,광주광역시,15001,8811,760653710
2014-05,30,대전광역시,14120,8550,754473210
2014-05,31,울산광역시,8126,4979,529080410
2014-05,36,세종특별자치시,409,264,18218700
2014-05,41,경기도,90565,54017,4947979976
2014-05,42,강원도,8945,5290,465785030
2014-05,43,충청북도,11192,6458,558035640
2014-05,44,충청남도,13307,7704,693560020
2014-05,45,전라북도,12524,7367,630380510
2014-05,46,전라남도,9647,5565,453837535
2014-05,47,경상북도,13965,8483,735958711
2014-05,48,경상남도,21255,12659,1111734845
2014-05,50,제주특별자치도,5380,3020,247082500
2014-06,11,서울특별시,65830,39570,4020323336
2014-06,26,부산광역시,22723,13608,1298242551
2014-06,27,대구광역시,16829,10962,1017176962
2014-06,28,인천광역시,18155,11104,939570460
2014-06,29,광주광역시,14380,8998,755675922
2014-06,30,대전광역시,13576,8610,742196730
2014-06,31,울산광역시,7869,5036,511875570
2014-06,36,세종특별자치시,456,303,20590700
2014-06,41,경기도,86355,53838,4778828890
2014-06,42,강원도,8361,5286,428979130
2014-06,43,충청북도,10893,6532,559610840
2014-06,44,충청남도,12375,7585,660727768
2014-06,45,전라북도,11913,7413,614221725
2014-06,46,전라남도,9201,5624,437515815
2014-06,47,경상북도,13425,8486,706284324
2014-06,48,경상남도,20418,12733,1094332280
2014-06,50,제주특별자치도,5149,3032,245213440
2014-07,11,서울특별시,72213,41295,4415652017
2014-07,26,부산광역시,25508,14381,1457224244
2014-07,27,대구광역시,18754,11532,1158865030
2014-07,28,인천광역시,20034,11598,1046439498
2014-07,29,광주광역시,15674,9399,822412743
2014-07,30,대전광역시,15114,9016,822093380
2014-07,31,울산광역시,9037,5375,593546450
2014-07,36,세종특별자치시,518,334,21527690
2014-07,41,경기도,95154,56202,5271797213
2014-07,42,강원도,9246,5503,475229140
2014-07,43,충청북도,11757,6730,596894450
2014-07,44,충청남도,13822,8027,749444820
2014-07,45,전라북도,13082,7761,667633080
2014-07,46,전라남도,10289,5912,504962010
2014-07,47,경상북도,15043,8914,781445984
2014-07,48,경상남도,22327,13251,1198778208
2014-07,50,제주특별자치도,5826,3187,267352040
2014-08,11,서울특별시,70862,41240,4375818648
2014-08,26,부산광역시,24668,14304,1435676744
2014-08,27,대구광역시,18387,11535,1113184740
2014-08,28,인천광역시,19811,11740,1051797106
2014-08,29,광주광역시,15885,9481,830573090
2014-08,30,대전광역시,15063,9084,835067690
2014-08,31,울산광역시,8464,5268,551930260
2014-08,36,세종특별자치시,558,356,26732520
2014-08,41,경기도,94062,56608,5287586529
2014-08,42,강원도,8922,5511,463367425
2014-08,43,충청북도,11399,6685,589340835
2014-08,44,충청남도,13675,8170,742300810
2014-08,45,전라북도,12897,7764,674201410
2014-08,46,전라남도,10044,5947,486644579
2014-08,47,경상북도,14456,8979,769912306
